"Gene ID","source_id","Organism","Product Description","Gene Type","Input ID","Gene Name or Symbol","gene_source_id"
"Tb927.2.1330","Tb927.2.1330:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 6 (RHS6), degenerate","protein coding","Tb927.2.1330","null","Tb927.2.1330"
"Tb927.2.1380","Tb927.2.1380:mRNA","T. brucei brucei TREU927","leucine-rich repeat protein (LRRP), putative","protein coding","Tb927.2.1380","null","Tb927.2.1380"
"Tb927.2.1470","Tb927.2.1470:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.1470","null","Tb927.2.1470"
"Tb927.2.1700","Tb927.2.1700:mRNA","T. brucei brucei TREU927","Enriched in surface-labeled proteome protein 10","protein coding","Tb927.2.1700","ESP10","Tb927.2.1700"
"Tb927.2.1720","Tb927.2.1720:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.1720","null","Tb927.2.1720"
"Tb927.2.1730","Tb927.2.1730:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.1730","null","Tb927.2.1730"
"Tb927.2.1760","Tb927.2.1760:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.1760","null","Tb927.2.1760"
"Tb927.2.1790","Tb927.2.1790:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.1790","null","Tb927.2.1790"
"Tb927.2.1800","Tb927.2.1800:mRNA","T. brucei brucei TREU927","DNA polymerase delta catalytic subunit, putative","protein coding","Tb927.2.1800","POLD1","Tb927.2.1800"
"Tb927.2.1810","Tb927.2.1810:mRNA","T. brucei brucei TREU927","chromatin-remodeling complex atpase chain iswi","protein coding","Tb927.2.1810","ISWI","Tb927.2.1810"
"Tb927.2.1820","Tb927.2.1820:mRNA","T. brucei brucei TREU927","CAMK/CAMKL family protein kinase, putative","protein coding","Tb927.2.1820","null","Tb927.2.1820"
"Tb927.2.1850","Tb927.2.1850:mRNA","T. brucei brucei TREU927","Tetratricopeptide repeat, putative","protein coding","Tb927.2.1850","null","Tb927.2.1850"
"Tb927.2.1890","Tb927.2.1890:mRNA","T. brucei brucei TREU927","E2-like ubiquitin-conjugation enzyme","protein coding","Tb927.2.1890","ATG3","Tb927.2.1890"
"Tb927.2.1920","Tb927.2.1920:mRNA","T. brucei brucei TREU927","expression site-associated gene 5 (ESAG5) protein, putative","protein coding","Tb927.2.1920","null","Tb927.2.1920"
"Tb927.2.200","Tb927.2.200:pseudogenic_transcript","T. brucei brucei TREU927","expression site-associated gene 3 (ESAG3), degenerate","protein coding","Tb927.2.200","null","Tb927.2.200"
"Tb927.2.2020","Tb927.2.2020:mRNA","T. brucei brucei TREU927","expression site-associated gene 3 (ESAG3) protein, putative","protein coding","Tb927.2.2020","null","Tb927.2.2020"
"Tb927.2.2029","Tb927.2.2029:pseudogenic_transcript","T. brucei brucei TREU927","expression site-associated gene 3 (ESAG3), degenerate","protein coding","Tb927.2.2029","null","Tb927.2.2029"
"Tb927.2.2060","Tb927.2.2060:mRNA","T. brucei brucei TREU927","variant surface glycoprotein (VSG)-related, putative","protein coding","Tb927.2.2060","null","Tb927.2.2060"
"Tb927.2.2090","Tb927.2.2090:mRNA","T. brucei brucei TREU927","SUMO-interacting motif-containing protein","protein coding","Tb927.2.2090","null","Tb927.2.2090"
"Tb927.2.2180","Tb927.2.2180:mRNA","T. brucei brucei TREU927","ribosomal RNA processing protein 41B","protein coding","Tb927.2.2180","RRP41B","Tb927.2.2180"
"Tb927.2.220","Tb927.2.220:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 2 (RHS2), interrupted, degenerate","protein coding","Tb927.2.220","null","Tb927.2.220"
"Tb927.2.2210","Tb927.2.2210:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.2210","null","Tb927.2.2210"
"Tb927.2.2230","Tb927.2.2230:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.2230","null","Tb927.2.2230"
"Tb927.2.2240","Tb927.2.2240:mRNA","T. brucei brucei TREU927","exportin-T, putative","protein coding","Tb927.2.2240","null","Tb927.2.2240"
"Tb927.2.2260","Tb927.2.2260:mRNA","T. brucei brucei TREU927","phosphatidylinositol kinase related protein, putative","protein coding","Tb927.2.2260","ATM","Tb927.2.2260"
"Tb927.2.2340","Tb927.2.2340:mRNA","T. brucei brucei TREU927","Glycerophosphoryl diester phosphodiesterase family, putative","protein coding","Tb927.2.2340","null","Tb927.2.2340"
"Tb927.2.2380","Tb927.2.2380:mRNA","T. brucei brucei TREU927","glycosyltransferase (GlcNAc), putative","protein coding","Tb927.2.2380","null","Tb927.2.2380"
"Tb927.2.240","Tb927.2.240:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 5 (RHS5), putative","protein coding","Tb927.2.240","null","Tb927.2.240"
"Tb927.2.2400","Tb927.2.2400:mRNA","T. brucei brucei TREU927","glycosyltransferase (GlcNAc), putative","protein coding","Tb927.2.2400","null","Tb927.2.2400"
"Tb927.2.2440","Tb927.2.2440:mRNA","T. brucei brucei TREU927","proteasome regulatory non-ATPase subunit 6","protein coding","Tb927.2.2440","RPN6","Tb927.2.2440"
"Tb927.2.2460","Tb927.2.2460:mRNA","T. brucei brucei TREU927","ubiquitin-conjugating enzyme E2, putative","protein coding","Tb927.2.2460","UBC9","Tb927.2.2460"
"Tb927.2.2470","Tb927.2.2470:mRNA","T. brucei brucei TREU927","Kinetoplastid RNA editing protein 1","protein coding","Tb927.2.2470","KREPA1","Tb927.2.2470"
"Tb927.2.2490","Tb927.2.2490:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.2.2490","null","Tb927.2.2490"
"Tb927.2.2540","Tb927.2.2540:mRNA","T. brucei brucei TREU927","Ribosome biogenesis protein SLX9, putative","protein coding","Tb927.2.2540","null","Tb927.2.2540"
"Tb927.2.2550","Tb927.2.2550:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.2550","null","Tb927.2.2550"
"Tb927.2.2570","Tb927.2.2570:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.2570","null","Tb927.2.2570"
"Tb927.2.2590","Tb927.2.2590:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.2590","null","Tb927.2.2590"
"Tb927.2.270","Tb927.2.270:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 3 (RHS3), frameshift","protein coding","Tb927.2.270","null","Tb927.2.270"
"Tb927.2.2720","Tb927.2.2720:mRNA","T. brucei brucei TREU927","STE/STE7 protein kinase, putative","protein coding","Tb927.2.2720","FlaK","Tb927.2.2720"
"Tb927.2.2770","Tb927.2.2770:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.2770","null","Tb927.2.2770"
"Tb927.2.280","Tb927.2.280:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 2 (RHS2), putative","protein coding","Tb927.2.280","null","Tb927.2.280"
"Tb927.2.2860","Tb927.2.2860:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.2860","null","Tb927.2.2860"
"Tb927.2.2950","Tb927.2.2950:mRNA","T. brucei brucei TREU927","Nop14-like family, putative","protein coding","Tb927.2.2950","null","Tb927.2.2950"
"Tb927.2.2970","Tb927.2.2970:mRNA","T. brucei brucei TREU927","mitochondrial carrier protein","protein coding","Tb927.2.2970","MCP13","Tb927.2.2970"
"Tb927.2.2990","Tb927.2.2990:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.2990","null","Tb927.2.2990"
"Tb927.2.3000","Tb927.2.3000:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.3000","null","Tb927.2.3000"
"Tb927.2.3030","Tb927.2.3030:mRNA","T. brucei brucei TREU927","ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative","protein coding","Tb927.2.3030","null","Tb927.2.3030"
"Tb927.2.3080","Tb927.2.3080:mRNA","T. brucei brucei TREU927","cytochrome b5-dependent oleate desaturase","protein coding","Tb927.2.3080","null","Tb927.2.3080"
"Tb927.2.3180","Tb927.2.3180:mRNA","T. brucei brucei TREU927","kinetoplast polyadenylation/uridylation factor 1","protein coding","Tb927.2.3180","KPAF1","Tb927.2.3180"
"Tb927.2.3190","Tb927.2.3190:mRNA","T. brucei brucei TREU927","Got1/Sft2-like family, putative","protein coding","Tb927.2.3190","null","Tb927.2.3190"
"Tb927.2.3270","Tb927.2.3270:mRNA","T. brucei brucei TREU927","65 kDa invariant surface glycoprotein","protein coding","Tb927.2.3270","null","Tb927.2.3270"
"Tb927.2.3310","Tb927.2.3310:mRNA","T. brucei brucei TREU927","65 kDa invariant surface glycoprotein","protein coding","Tb927.2.3310","null","Tb927.2.3310"
"Tb927.2.3320","Tb927.2.3320:mRNA","T. brucei brucei TREU927","65 kDa invariant surface glycoprotein","protein coding","Tb927.2.3320","null","Tb927.2.3320"
"Tb927.2.3330","Tb927.2.3330:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.2.3330","null","Tb927.2.3330"
"Tb927.2.3340","Tb927.2.3340:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.2.3340","null","Tb927.2.3340"
"Tb927.2.3390","Tb927.2.3390:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.3390","null","Tb927.2.3390"
"Tb927.2.340","Tb927.2.340:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 4 (RHS4), putative","protein coding","Tb927.2.340","null","Tb927.2.340"
"Tb927.2.3460","Tb927.2.3460:mRNA","T. brucei brucei TREU927","cysteine peptidase, Clan CA, family C51, putative","protein coding","Tb927.2.3460","null","Tb927.2.3460"
"Tb927.2.3480","Tb927.2.3480:mRNA","T. brucei brucei TREU927","transcription elongation factor s-II, putative","protein coding","Tb927.2.3480","TFIIS2-2","Tb927.2.3480"
"Tb927.2.3580","Tb927.2.3580:mRNA","T. brucei brucei TREU927","transcription elongation factor s-II, putative","protein coding","Tb927.2.3580","TFIIS2-1","Tb927.2.3580"
"Tb927.2.3660","Tb927.2.3660:mRNA","T. brucei brucei TREU927","paraflagellar rod component, putative","protein coding","Tb927.2.3660","PFC10","Tb927.2.3660"
"Tb927.2.3750","Tb927.2.3750:mRNA","T. brucei brucei TREU927","Domain of unknown function (DUF4520), putative","protein coding","Tb927.2.3750","null","Tb927.2.3750"
"Tb927.2.3780","Tb927.2.3780:mRNA","T. brucei brucei TREU927","translation initiation factor IF-2, putative","protein coding","Tb927.2.3780","null","Tb927.2.3780"
"Tb927.2.380","Tb927.2.380:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 2 (RHS2), putative","protein coding","Tb927.2.380","null","Tb927.2.380"
"Tb927.2.3880","Tb927.2.3880:mRNA","T. brucei brucei TREU927","heterogeneous nuclear ribonucleoproteins F/H homologue","protein coding","Tb927.2.3880","HNRNPH/F","Tb927.2.3880"
"Tb927.2.3910","Tb927.2.3910:mRNA","T. brucei brucei TREU927","beta-ketoacyl-ACP synthase","protein coding","Tb927.2.3910","null","Tb927.2.3910"
"Tb927.2.3930","Tb927.2.3930:mRNA","T. brucei brucei TREU927","dna replication licensing factor mcm3","protein coding","Tb927.2.3930","MCM3","Tb927.2.3930"
"Tb927.2.3960","Tb927.2.3960:mRNA","T. brucei brucei TREU927","chaperone protein DnaJ, putative","protein coding","Tb927.2.3960","J56","Tb927.2.3960"
"Tb927.2.4000","Tb927.2.4000:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4000","null","Tb927.2.4000"
"Tb927.2.4020","Tb927.2.4020:mRNA","T. brucei brucei TREU927","NEDD8-activating enzyme E1 regulatory subunit, putative","protein coding","Tb927.2.4020","APPBP1","Tb927.2.4020"
"Tb927.2.4050","Tb927.2.4050:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4050","null","Tb927.2.4050"
"Tb927.2.4060","Tb927.2.4060:mRNA","T. brucei brucei TREU927","Dynein intermediate chain 138","protein coding","Tb927.2.4060","IC138","Tb927.2.4060"
"Tb927.2.4110","Tb927.2.4110:mRNA","T. brucei brucei TREU927","Mitochondrial-processing peptidase subunit alpha","protein coding","Tb927.2.4110","MPPA","Tb927.2.4110"
"Tb927.2.4140","Tb927.2.4140:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4140","null","Tb927.2.4140"
"Tb927.2.4150","Tb927.2.4150:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4150","null","Tb927.2.4150"
"Tb927.2.420","Tb927.2.420:pseudogenic_transcript","T. brucei brucei TREU927","DNA-directed RNA polymerase, pseudogene, putative","protein coding","Tb927.2.420","null","Tb927.2.420"
"Tb927.2.4200","Tb927.2.4200:mRNA","T. brucei brucei TREU927","CMGC/CLK family protein kinase, putative","protein coding","Tb927.2.4200","null","Tb927.2.4200"
"Tb927.2.4230","Tb927.2.4230:mRNA","T. brucei brucei TREU927","NUP-1 protein, putative","protein coding","Tb927.2.4230","null","Tb927.2.4230"
"Tb927.2.4340","Tb927.2.4340:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4340","null","Tb927.2.4340"
"Tb927.2.4370","Tb927.2.4370:mRNA","T. brucei brucei TREU927","trypanothione synthetase","protein coding","Tb927.2.4370","TRYS","Tb927.2.4370"
"Tb927.2.4380","Tb927.2.4380:mRNA","T. brucei brucei TREU927","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative","protein coding","Tb927.2.4380","null","Tb927.2.4380"
"Tb927.2.4390","Tb927.2.4390:mRNA","T. brucei brucei TREU927","endo/exonuclease Mre11","protein coding","Tb927.2.4390","MRE11","Tb927.2.4390"
"Tb927.2.4400","Tb927.2.4400:mRNA","T. brucei brucei TREU927","SSU ribosomal protein, mitochondrial, putative","protein coding","Tb927.2.4400","null","Tb927.2.4400"
"Tb927.2.4410","Tb927.2.4410:mRNA","T. brucei brucei TREU927","Eukaryotic protein of unknown function (DUF846), putative","protein coding","Tb927.2.4410","null","Tb927.2.4410"
"Tb927.2.4440","Tb927.2.4440:mRNA","T. brucei brucei TREU927","hypothetical protein","protein coding","Tb927.2.4440","null","Tb927.2.4440"
"Tb927.2.4445","Tb927.2.4445:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4445","null","Tb927.2.4445"
"Tb927.2.4460","Tb927.2.4460:mRNA","T. brucei brucei TREU927","Kinetoplast ribosomal PPR-repeat containing protein 21","protein coding","Tb927.2.4460","KRIPP21","Tb927.2.4460"
"Tb927.2.450","Tb927.2.450:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 4 (RHS4), putative","protein coding","Tb927.2.450","null","Tb927.2.450"
"Tb927.2.4520","Tb927.2.4520:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4520","null","Tb927.2.4520"
"Tb927.2.4530","Tb927.2.4530:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4530","null","Tb927.2.4530"
"Tb927.2.4540","Tb927.2.4540:mRNA","T. brucei brucei TREU927","Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB), putative","protein coding","Tb927.2.4540","SmB","Tb927.2.4540"
"Tb927.2.4550","Tb927.2.4550:mRNA","T. brucei brucei TREU927","2'-O-ribose RNA methyltransferase SPB1 homolog","protein coding","Tb927.2.4550","SPB1","Tb927.2.4550"
"Tb927.2.4580","Tb927.2.4580:mRNA","T. brucei brucei TREU927","UNC119","protein coding","Tb927.2.4580","unc119","Tb927.2.4580"
"Tb927.2.4590","Tb927.2.4590:mRNA","T. brucei brucei TREU927","branched-chain amino acid aminotransferase, putative","protein coding","Tb927.2.4590","null","Tb927.2.4590"
"Tb927.2.4650","Tb927.2.4650:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4650","null","Tb927.2.4650"
"Tb927.2.4670","Tb927.2.4670:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4670","null","Tb927.2.4670"
"Tb927.2.4680","Tb927.2.4680:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4680","null","Tb927.2.4680"
"Tb927.2.470","Tb927.2.470:mRNA","T. brucei brucei TREU927","retrotransposon hot spot protein 4 (RHS4), putative","protein coding","Tb927.2.470","null","Tb927.2.470"
"Tb927.2.4700","Tb927.2.4700:mRNA","T. brucei brucei TREU927","succinate dehydrogenase subunit","protein coding","Tb927.2.4700","SDH8","Tb927.2.4700"
"Tb927.2.4720","Tb927.2.4720:mRNA","T. brucei brucei TREU927","dolichyl-P-Man:GDP-Man7GlcNAc2-PP-dolichyl alpha-1,6-mannosyltransferase, putative","protein coding","Tb927.2.4720","ALG12","Tb927.2.4720"
"Tb927.2.4750","Tb927.2.4750:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4750","null","Tb927.2.4750"
"Tb927.2.4760","Tb927.2.4760:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4760","null","Tb927.2.4760"
"Tb927.2.4780","Tb927.2.4780:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4780","null","Tb927.2.4780"
"Tb927.2.480","Tb927.2.480:pseudogenic_transcript","T. brucei brucei TREU927","retrotransposon hot spot protein 2 (RHS2), degenerate","protein coding","Tb927.2.480","null","Tb927.2.480"
"Tb927.2.4810","Tb927.2.4810:mRNA","T. brucei brucei TREU927","Component of motile flagella 5","protein coding","Tb927.2.4810","CMF5","Tb927.2.4810"
"Tb927.2.4830","Tb927.2.4830:mRNA","T. brucei brucei TREU927","TFIIF-stimulated CTD phosphatase, putative","protein coding","Tb927.2.4830","null","Tb927.2.4830"
"Tb927.2.4850","Tb927.2.4850:mRNA","T. brucei brucei TREU927","Phosducin, putative","protein coding","Tb927.2.4850","null","Tb927.2.4850"
"Tb927.2.4920","Tb927.2.4920:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4920","null","Tb927.2.4920"
"Tb927.2.4930","Tb927.2.4930:mRNA","T. brucei brucei TREU927","esterase, putative","protein coding","Tb927.2.4930","null","Tb927.2.4930"
"Tb927.2.4950","Tb927.2.4950:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.4950","null","Tb927.2.4950"
"Tb927.2.4970","Tb927.2.4970:mRNA","T. brucei brucei TREU927","UV radiation resistance protein and autophagy-related subunit 14, putative","protein coding","Tb927.2.4970","null","Tb927.2.4970"
"Tb927.2.5000","Tb927.2.5000:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.5000","null","Tb927.2.5000"
"Tb927.2.5010","Tb927.2.5010:mRNA","T. brucei brucei TREU927","Meiotic cell cortex C-terminal pleckstrin homology, putative","protein coding","Tb927.2.5010","null","Tb927.2.5010"
"Tb927.2.5050","Tb927.2.5050:mRNA","T. brucei brucei TREU927","protein phosphatase 2C, putative","protein coding","Tb927.2.5050","null","Tb927.2.5050"
"Tb927.2.5070","Tb927.2.5070:mRNA","T. brucei brucei TREU927","hypothetical protein, conserved","protein coding","Tb927.2.5070","null","Tb927.2.5070"
